,Method,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
1502,U-DEC,0,-4,1,-1,10,-5,-1,2,2,0,4,1
1503,U-DEC,-1,-24,0,0,-12,-3,-9,-14,-5,-5,93,0
1504,U-DEC,0,-99,-4,2,-42,-49,-8,-15,-9,-75,-507,0
1505,U-DEC,-1,-2,-2,0,2,-9,9,-8,-11,21,355,1
1506,S-DEC,0,11,-2,0,-21,11,-1,-10,-1,0,45,1
1507,S-DEC,0,-40,0,0,27,14,-1,31,9,0,0,1
1508,U-DEC,0,-2,-1,0,7,6,-11,3,-2,1,96,1
1509,U-DEC,-1,-20,-1,0,9,0,11,11,3,6,5,1
1510,S-DEC,0,1,0,0,7,-8,0,0,-1,0,0,1
1511,S-DEC,0,-5,-4,1,3,-2,-6,-1,-1,-3,7,0
1512,S-DEC,0,-14,-2,0,-14,5,23,20,-2,-4,152,1
1513,U-DEC,0,-13,-4,0,26,-3,-10,-8,-4,25,438,1
1514,U-DEC,-5,-67,0,0,26,10,31,52,5,10,80,1
1515,U-DEC,-1,-119,-4,0,-82,-35,-2,-19,-14,-86,-451,0
1516,U-DEC,-1,8,-1,0,-5,8,5,12,1,-5,-245,0
1517,U-DEC,1,21,-3,-2,-15,-6,0,4,-21,-4,403,1
1518,U-DEC,0,-15,-1,0,26,-1,-10,0,1,14,169,1
1519,U-DEC,0,13,-2,0,0,-1,-12,-8,-5,0,45,1
1520,U-DEC,0,-22,2,0,-8,-10,-4,-22,-2,2,83,0
1521,U-DEC,0,-31,4,0,29,-1,3,34,1,-4,-455,1
1522,S-DEC,0,-19,4,0,-4,-2,-13,-18,-7,6,109,0
1523,S-DEC,0,-23,2,0,16,11,-4,5,18,0,-264,1
1524,S-DEC,3,-1,-1,0,-4,-3,8,-4,2,3,123,1
1525,U-DEC,0,-32,0,2,23,5,4,23,0,9,160,1
1526,U-DEC,-1,-29,0,0,17,11,1,30,-1,0,-46,1
1527,U-DEC,0,5,1,0,-3,2,-4,-21,17,-1,-73,1
1528,U-DEC,0,-52,1,0,31,9,12,27,5,20,65,1
1529,U-DEC,0,-2,-2,0,-4,1,1,4,2,-8,-36,0
1530,U-DEC,0,4,-4,0,2,-3,5,13,-7,-2,189,0
1531,S-DEC,0,4,-4,0,11,-2,-5,-1,-1,6,-181,0
1532,S-DEC,0,-1,-2,-2,-3,-6,8,13,-11,-3,-90,0
1533,S-DEC,0,-14,-1,0,4,4,6,7,12,-5,186,1
1534,U-DEC,-2,2,-2,0,2,4,-8,-9,3,4,90,1
1535,S-DEC,0,-8,0,0,1,2,-11,-13,4,1,-35,0
1536,U-DEC,0,-43,0,0,-21,-6,-16,-39,-4,0,-11,0
1537,U-DEC,0,-18,-8,0,-17,-3,2,9,-7,-20,-697,0
1538,U-DEC,-3,-51,-1,0,47,0,4,28,11,12,-35,1
1539,U-DEC,0,-1,0,-2,-10,1,8,0,0,-1,-299,0
1540,U-DEC,0,9,-2,-2,-2,-6,17,13,-2,-2,-46,0
1541,U-DEC,0,8,0,0,-3,-10,5,5,-13,0,-104,1
1542,U-DEC,0,-16,-3,0,-25,11,-2,-10,4,-10,-164,0
1543,U-DEC,-1,-24,-1,-2,25,10,-11,-1,-6,31,203,1
1544,U-DEC,0,-28,-3,-1,32,0,-4,-4,0,32,693,1
1545,U-DEC,0,-26,4,0,-26,-11,11,-18,-4,-4,221,0
1546,M-DEC,1,28,1,0,13,4,11,19,2,7,78,0
1547,U-DEC,0,-21,0,0,-12,-6,-3,-3,-5,-13,-332,0
1548,U-DEC,0,-32,0,0,36,12,-16,30,-3,5,107,1
1549,U-DEC,0,-9,-3,1,-26,-7,24,8,-12,-5,-379,0
1550,U-DEC,0,-34,-8,0,33,2,-1,-4,4,34,394,1
1551,S-DEC,0,-5,-1,0,2,6,-13,-1,-1,-3,-130,0
1552,U-DEC,0,3,2,0,0,2,-5,-3,1,-1,-126,1
1553,U-DEC,0,11,-2,0,11,-11,-11,-16,-1,6,110,1
1554,U-DEC,0,-53,1,0,78,-14,-11,54,-1,0,-51,1
1555,U-DEC,0,-30,-5,2,-17,-2,-11,-2,-6,-22,-406,0
1556,U-DEC,0,-8,-11,-2,5,3,0,-3,0,11,773,1
1557,U-DEC,0,-7,-2,-1,12,-1,-4,-4,-4,15,460,1
1558,U-DEC,0,-32,0,0,5,21,6,32,0,0,-28,1
1559,M-DEC,1,-46,0,0,-12,1,-35,-54,4,4,110,0
1560,U-DEC,0,-25,-2,0,23,2,0,-6,-2,33,558,1
1561,U-DEC,0,-18,-3,0,-37,7,12,-20,3,-1,-212,0
1562,U-DEC,0,-2,-6,1,-3,1,4,-13,8,7,383,1
1563,S-DEC,0,6,0,0,-16,6,16,14,-4,-4,-318,0
1564,U-DEC,0,10,-1,-1,19,-15,-14,-12,0,2,-52,1
1565,U-DEC,0,-23,-2,0,-28,4,1,12,6,-41,-277,0
1566,U-DEC,0,-28,-6,0,-2,-10,-16,-12,-16,0,-542,0
1567,U-DEC,0,-21,0,-1,-1,-23,3,-12,-4,-5,12,0
1568,U-DEC,0,-59,-1,0,22,12,25,60,-1,0,34,1
1569,U-DEC,0,-32,2,-5,28,1,3,14,0,18,439,1
1570,U-DEC,0,7,0,-2,0,3,4,9,-2,0,-232,0
1571,U-DEC,-1,-41,-4,0,16,7,18,4,16,21,295,1
1572,U-DEC,0,4,1,0,2,-6,0,8,-3,-9,-242,1
1573,U-DEC,0,-44,-1,-4,44,5,-5,5,5,34,338,1
1574,S-DEC,0,-12,0,0,-9,-5,2,-15,1,2,278,0
1575,U-DEC,0,-6,0,0,24,-8,-10,3,5,-2,-2,1
1576,U-DEC,0,20,1,0,9,-10,-19,-27,6,1,-63,1
1577,U-DEC,0,0,0,0,30,-18,-12,7,-7,0,104,1
1578,S-DEC,0,-9,-6,0,-5,-3,-1,-1,4,-12,-339,0
1579,U-DEC,0,-23,-1,0,-23,5,-5,-17,6,-12,-225,0
1580,U-DEC,0,-21,-1,-1,4,4,13,10,9,2,134,1
1581,U-DEC,-1,-29,-4,1,16,11,2,2,0,27,804,1
1582,S-DEC,0,-14,5,-1,-12,-2,0,-11,3,-6,217,0
1583,U-DEC,-1,-3,-2,1,6,-3,0,6,-10,7,130,1
1584,U-DEC,0,-142,2,0,50,34,58,135,8,-1,-195,1
1585,S-DEC,0,16,-4,0,-5,-7,-4,-13,0,-3,480,1
1586,S-DEC,0,-11,-1,0,1,-2,-10,-10,4,-5,-255,0
1587,U-DEC,0,-46,4,0,-43,1,-4,-26,-11,-9,307,0
1588,U-DEC,0,5,-9,-1,0,5,0,13,-6,-2,-350,0
1589,U-DEC,0,-86,0,0,35,30,21,54,24,8,34,1
1590,U-DEC,0,-27,0,0,9,14,4,26,1,0,0,1
1591,M-DEC,0,-63,5,0,-52,-10,-1,-47,-17,1,456,0
1592,U-DEC,0,-11,-1,0,-14,1,24,17,-6,0,77,1
1593,U-DEC,-1,-21,1,2,20,-11,12,-9,1,29,345,1
1594,U-DEC,0,-3,1,0,-6,20,-17,-12,9,0,29,0
1595,U-DEC,0,-4,5,-2,-13,11,6,7,1,-4,-236,1
1596,S-DEC,0,-14,-2,0,-11,4,-7,-13,2,-3,-136,0
1597,U-DEC,0,-90,1,0,59,20,11,80,11,-1,-249,1
1598,S-DEC,0,0,0,0,-29,-1,30,-9,10,-1,148,0
1599,U-DEC,0,-16,-11,1,1,-11,-6,-3,-9,-4,-324,0
1600,U-DEC,1,-53,-2,0,12,39,2,29,6,18,166,1
1601,U-DEC,0,-32,-4,1,25,6,1,5,-9,36,333,1
1602,U-DEC,0,-3,-1,0,-36,6,27,-5,3,-1,-241,0
1603,U-DEC,-2,-35,-1,0,17,-1,19,16,3,16,129,1
1604,U-DEC,-1,-63,-2,0,24,22,17,19,5,39,488,1
1605,U-DEC,1,-20,-2,0,19,1,0,-14,6,28,387,1
1606,S-DEC,0,-16,-1,0,-38,8,14,-13,0,-3,-33,0
1607,S-DEC,0,-21,0,0,0,18,3,22,-1,0,18,1
1608,U-DEC,0,-41,-2,0,-29,-8,-4,-9,-4,-28,-434,0
1609,S-DEC,0,-15,1,2,12,3,0,3,2,10,-5,1
1610,U-DEC,0,-23,2,0,19,2,2,21,-4,6,206,1
1611,U-DEC,0,3,-6,0,-1,-1,5,-1,4,0,79,0
1612,S-DEC,0,2,-1,0,-4,15,-9,14,-7,-5,-487,0
1613,U-DEC,0,-29,-1,0,25,5,-1,23,6,0,-11,1
1614,S-DEC,-1,14,1,0,-12,-9,7,-19,3,2,52,1
1615,U-DEC,0,19,-1,0,-35,6,10,-23,0,4,287,1
1616,U-DEC,0,-6,0,0,-8,-4,6,16,-7,-15,-57,0
1617,M-DEC,0,32,-2,0,-38,4,2,5,-7,-30,-38,1
1618,U-DEC,0,-4,0,0,3,6,-5,4,0,0,0,1
1619,U-DEC,0,5,0,-2,-8,9,4,19,1,-15,-223,0
1620,U-DEC,1,-28,-8,0,-30,2,0,-2,-2,-24,-164,0
1621,M-DEC,-1,-1,-1,0,-2,3,0,-22,4,19,98,1
1622,U-DEC,0,-14,-1,0,-10,-6,2,-6,-8,0,-43,0
1623,S-DEC,0,-21,1,0,-21,6,-6,-13,-8,0,-4,0
1624,U-DEC,0,-41,1,0,17,16,8,31,10,0,9,1
1625,S-DEC,0,-10,-1,0,9,-12,13,13,1,-4,144,1
1626,U-DEC,0,-14,2,0,10,-1,5,5,9,0,-122,1
1627,U-DEC,0,-45,-1,0,-16,-12,-17,-44,-1,0,11,0
1628,U-DEC,0,-27,2,2,14,5,8,17,3,7,57,1
1629,U-DEC,-1,-5,0,0,-27,3,19,0,0,-5,-118,0
1630,S-DEC,0,-16,4,1,-17,1,0,-3,2,-15,148,0
1631,U-DEC,-1,20,2,0,12,-9,-23,-18,-3,1,-131,1
1632,U-DEC,0,-3,0,0,-10,-13,20,12,-15,0,459,0
1633,U-DEC,0,11,2,0,-8,8,-11,-3,-11,3,-228,1
1634,U-DEC,0,-3,-3,-1,0,3,0,-4,-1,8,628,1
1635,M-DEC,0,-26,-2,3,43,-10,-7,24,0,2,155,1
1636,U-DEC,0,-19,-2,0,13,2,-34,-12,1,-8,-327,0
1637,U-DEC,0,0,-6,-2,-6,-3,9,0,0,0,458,1
1638,U-DEC,0,-30,-5,1,-34,1,3,-7,5,-28,-683,0
1639,S-DEC,0,-2,0,0,-22,13,11,-5,7,0,272,1
1640,U-DEC,-1,-10,-1,0,1,12,-3,7,2,1,196,1
1641,U-DEC,0,20,-2,1,7,-8,21,26,-3,-3,-23,0
1642,S-DEC,0,-6,0,0,10,-2,-14,-2,-4,0,-45,0
1643,U-DEC,1,-42,-2,0,25,17,0,18,28,-4,89,1
1644,U-DEC,-1,-17,2,-1,17,10,-10,-7,13,11,-109,1
1645,U-DEC,0,-44,0,0,24,0,20,46,-2,0,140,1
1646,U-DEC,0,-8,1,0,-10,2,0,-9,2,-1,-9,0
1647,S-DEC,0,13,0,0,-8,-1,-4,-13,0,0,-2,1
1648,U-DEC,0,-17,-4,-2,-27,6,4,-6,1,-12,-561,0
1649,S-DEC,0,-5,3,-2,-4,5,4,3,3,-1,59,1
1650,S-DEC,0,3,4,-1,-3,1,-1,-12,9,0,-394,1
1651,U-DEC,0,5,1,0,3,-17,19,1,-1,5,229,0
1652,U-DEC,0,-15,-1,0,-19,1,3,-17,0,2,79,0
1653,U-DEC,0,-46,-2,0,-22,-25,1,-21,-22,-3,-479,0
1654,S-DEC,1,-2,-4,0,-17,6,9,-4,1,1,22,0
1655,U-DEC,0,-9,-2,0,7,3,-1,-2,1,10,704,1
1656,U-DEC,-2,20,-1,0,11,-2,11,22,-2,0,-38,0
1657,U-DEC,0,-33,-4,-1,35,-9,7,-8,0,41,395,1
1658,S-DEC,0,16,-1,0,-10,-4,-2,-8,-8,0,232,1
1659,U-DEC,0,-11,-4,0,-5,-5,-1,3,-2,-12,-608,0
1660,U-DEC,0,-32,5,-2,-17,-15,0,-22,0,-10,599,0
1661,U-DEC,0,1,-3,1,-9,0,8,7,4,-12,155,1
1662,U-DEC,-1,-52,-4,-1,53,4,-5,12,2,38,350,1
1663,U-DEC,-1,-32,-2,0,2,11,19,31,-1,2,66,1
1664,U-DEC,0,-36,-6,0,-32,-2,-2,-6,-1,-29,-525,0
1665,U-DEC,0,-35,-12,0,-27,-10,2,-25,-5,-5,-547,0
1666,U-DEC,0,-65,0,0,-71,16,-10,-47,-18,0,-35,0
1667,U-DEC,0,-22,-5,-1,2,10,10,9,11,2,44,1
1668,U-DEC,-1,-61,1,0,42,15,4,56,0,5,11,1
1669,U-DEC,0,-11,-2,-2,9,6,-4,2,9,0,152,1
1670,S-DEC,0,7,-2,1,-13,9,11,13,2,-8,-528,0
1671,U-DEC,0,-34,-1,0,14,13,7,28,1,5,97,1
1672,U-DEC,0,-16,2,-1,-3,-11,-2,4,1,-21,-406,0
1673,S-DEC,0,22,0,0,18,9,-5,11,3,8,-118,0
1674,U-DEC,1,1,-4,-1,2,-3,2,-6,4,3,-433,0
1675,U-DEC,0,-23,-4,0,-32,1,8,-10,0,-13,-348,0
1676,S-DEC,0,-13,0,1,-11,1,-3,-1,0,-12,-363,0
1677,U-DEC,0,-7,0,-1,-14,7,14,5,6,-4,205,1
1678,U-DEC,0,-13,0,0,34,-7,-14,17,-3,-1,-16,1
1679,U-DEC,-1,-17,0,0,-29,6,6,-1,-3,-13,25,0
1680,U-DEC,0,11,-5,0,2,1,8,8,0,3,-225,0
1681,U-DEC,0,-21,2,0,-16,-9,4,-18,-2,-1,-126,0
1682,U-DEC,0,-25,-4,0,9,2,14,16,5,4,378,1
1683,U-DEC,0,-4,-1,-1,1,-4,7,3,-7,8,780,1
1684,S-DEC,1,-1,1,0,10,-10,1,9,-8,0,-12,1
1685,U-DEC,0,-14,6,0,-15,4,-3,-16,-3,5,97,0
1686,S-DEC,1,-31,-5,0,14,4,13,22,6,3,274,1
1687,U-DEC,0,-34,0,0,-10,-14,-10,-34,-2,2,178,0
1688,U-DEC,0,4,-4,1,-8,-1,5,-4,-11,11,374,1
1689,U-DEC,0,-26,-3,1,-7,-9,-10,-15,-6,-5,353,0
1690,U-DEC,0,-11,-1,2,-14,3,0,-17,6,0,-49,0
1691,S-DEC,0,-8,1,-3,-2,-5,-1,5,-11,-2,146,0
1692,U-DEC,0,-7,-3,0,-17,2,8,6,0,-13,-387,0
1693,S-DEC,0,-14,0,0,-13,1,-2,-14,0,0,8,0
1694,U-DEC,0,17,-4,0,-12,-2,-3,-22,0,5,404,1
1695,S-DEC,1,5,0,-1,-2,-4,1,3,0,-8,-227,1
1696,U-DEC,0,-56,1,1,-32,-9,-15,-45,-12,1,93,0
1697,U-DEC,-1,-83,1,0,59,14,10,71,12,0,-36,1
1698,U-DEC,0,-12,-4,-4,-7,-7,2,-8,-1,-3,-250,0
1699,U-DEC,-1,10,-1,-2,-3,3,-10,-7,1,-4,-5,1
1700,U-DEC,-2,-27,0,-1,-38,1,10,-33,1,5,64,0
1701,U-DEC,0,-12,-6,-1,20,-4,-4,11,-2,3,366,1
1702,U-DEC,0,-38,0,1,-33,-4,-1,-5,-5,-28,-314,0
1703,U-DEC,0,-46,-1,0,-47,-2,3,-36,-1,-9,-322,0
1704,S-DEC,0,9,-1,0,-2,-4,-3,-15,0,6,244,1
1705,S-DEC,0,-11,-1,0,-8,12,-15,-10,-1,0,-184,0
1706,S-DEC,1,-2,0,0,1,-4,1,-18,-6,22,48,0
1707,U-DEC,1,-34,-1,0,25,0,9,29,3,2,-20,1
1708,U-DEC,0,-19,-2,0,38,-13,-6,5,15,-1,103,1
1709,U-DEC,1,-6,-2,-1,-21,6,9,-10,0,4,-49,0
1710,U-DEC,0,4,-11,0,10,-8,-6,-17,-9,22,587,1
1711,U-DEC,0,-121,-1,0,27,33,61,90,31,0,-5,1
1712,U-DEC,0,-22,0,-3,-23,3,-2,-8,-3,-11,-140,0
1713,U-DEC,1,-7,-5,-1,6,3,-2,8,-4,3,286,1
1714,U-DEC,0,8,-4,-1,0,-6,-2,-8,-2,2,351,1
1715,S-DEC,1,-5,-4,0,-5,0,10,4,-1,2,446,1
1716,U-DEC,0,-78,0,0,-42,-10,-26,-77,-2,1,30,0
1717,U-DEC,0,-16,0,1,1,12,3,-2,-3,21,537,1
1718,U-DEC,0,-19,1,0,-4,14,9,-3,22,0,87,1
1719,U-DEC,0,-25,-1,0,11,6,8,9,12,4,63,1
1720,S-DEC,0,-2,-3,2,3,7,-8,-19,-1,22,310,1
1721,U-DEC,0,19,0,0,-12,-3,-4,-19,0,0,40,1
1722,S-DEC,0,-21,1,0,4,15,2,12,0,9,89,1
1723,U-DEC,0,-43,-7,0,5,8,30,35,1,7,426,1
1724,U-DEC,2,-38,1,0,44,4,-10,45,-1,-6,-102,1
1725,S-DEC,0,11,0,0,1,1,-13,-12,1,0,0,1
1726,S-DEC,0,8,0,0,-9,9,-8,-15,7,0,-23,1
1727,S-DEC,0,-18,1,-1,-19,-6,7,-20,3,-1,67,0
1728,U-DEC,-1,-20,3,1,-14,-1,-5,-4,0,-16,193,0
1729,S-DEC,0,-14,-1,1,0,-1,15,15,-2,1,15,1
1730,U-DEC,0,-10,4,-2,-3,-3,-4,-9,-2,1,385,0
1731,U-DEC,0,-59,0,0,-38,-14,-7,-38,-21,0,16,0
1732,S-DEC,0,31,-4,0,15,14,2,18,11,2,-459,0
1733,U-DEC,0,-25,-3,0,2,4,19,26,0,-1,91,1
1734,U-DEC,0,-21,-4,0,-6,-2,-13,-23,3,-1,-69,0
1735,U-DEC,0,10,-6,-1,-6,-1,-3,4,1,-15,69,1
1736,U-DEC,0,5,-1,-2,-5,-2,2,-2,-2,-1,372,1
1737,U-DEC,0,-5,-5,0,5,0,0,3,0,2,640,1
1738,U-DEC,0,2,-5,0,7,1,-6,-8,24,-14,-657,0
1739,U-DEC,0,-86,-3,-2,89,2,-5,68,8,10,423,1
1740,S-DEC,0,-5,-2,0,13,1,-9,7,1,-3,-35,1
1741,U-DEC,0,-7,-4,0,-3,-7,3,-4,0,-3,-292,0
1742,U-DEC,-1,-12,-5,0,13,8,-9,5,-1,8,261,1
1743,M-DEC,0,18,-1,0,8,-4,-22,-23,1,4,46,1
1744,U-DEC,-1,-47,0,-1,14,20,13,31,8,8,77,1
1745,U-DEC,0,-32,0,0,-10,-4,-18,-31,-1,0,0,0
1746,S-DEC,0,3,0,0,-3,4,2,3,0,0,-57,0
1747,S-DEC,0,-20,1,1,9,-1,12,10,9,1,-48,1
1748,U-DEC,0,-22,-4,0,25,-5,2,-9,-1,32,643,1
1749,U-DEC,0,20,-2,0,-22,3,-1,-18,-2,0,-131,1
1750,S-DEC,1,-23,0,0,17,3,3,21,4,-2,-23,1
1751,U-DEC,-1,-24,-3,-1,21,1,2,12,-3,15,594,1
1752,U-DEC,0,-44,3,0,43,6,-5,22,18,4,-333,1
1753,M-DEC,0,24,-1,0,-6,-9,-9,-5,-23,4,104,1
1754,U-DEC,0,-51,-1,2,-31,0,-20,-34,-17,0,-91,0
1755,U-DEC,0,5,-2,0,-1,-10,6,-8,-3,6,219,1
1756,S-DEC,0,-26,3,1,-6,-18,-2,-25,-9,8,364,0
1757,S-DEC,0,14,0,0,16,11,-13,9,5,0,-9,0
1758,S-DEC,-1,-4,0,0,-24,16,4,0,5,-9,37,0
1759,U-DEC,0,1,-5,0,9,-8,-2,2,-4,1,582,1
1760,M-DEC,-3,2,1,0,9,24,-31,-49,50,1,259,0
1761,U-DEC,0,-18,-2,-1,13,9,-4,-3,13,8,-94,1
1762,U-DEC,0,-11,0,0,-12,5,18,12,0,-1,11,1
1763,S-DEC,0,-58,0,0,17,8,33,49,2,7,-68,1
1764,U-DEC,0,-39,-5,0,23,2,14,14,0,25,374,1
1765,U-DEC,0,-23,1,0,27,-6,2,20,3,0,-9,1
1766,U-DEC,-1,-27,-3,-1,28,-3,2,-3,2,28,708,1
1767,S-DEC,0,0,1,0,6,1,-7,0,0,0,-1,1
1768,U-DEC,0,8,-4,-1,-9,-1,2,-8,0,0,334,1
1769,U-DEC,0,-44,2,-1,39,8,-3,19,6,19,-205,1
1770,U-DEC,0,-54,0,0,-85,5,26,-52,-2,0,0,0
1771,S-DEC,0,-14,2,0,8,-19,-3,14,-25,-3,8,0
1772,U-DEC,0,1,-2,0,19,-15,-3,15,-2,-12,-299,0
1773,S-DEC,-1,-9,5,0,1,0,8,3,6,0,-214,1
1774,U-DEC,-1,-61,1,0,-70,1,8,-41,-7,-13,-6,0
1775,M-DEC,0,8,-2,0,1,-1,-8,-10,-1,3,341,1
1776,U-DEC,0,-33,-3,0,-24,8,-17,-33,3,-3,-58,0
1777,U-DEC,0,-17,-1,0,-12,7,22,16,-1,2,34,1
1778,U-DEC,0,-13,-5,2,14,-1,0,-1,-3,17,644,1
1779,U-DEC,0,-33,-5,0,25,4,4,-5,-2,40,782,1
1780,U-DEC,0,-34,-7,-1,22,13,-1,26,2,6,317,1
1781,U-DEC,0,-46,-2,0,22,27,-3,2,6,38,601,1
1782,S-DEC,0,-35,3,0,-8,-9,-18,-30,-2,-3,156,0
1783,M-DEC,0,-18,3,2,-16,-3,1,-8,-1,-9,326,0
1784,U-DEC,0,-7,1,0,1,-5,-3,-13,1,5,335,0
1785,U-DEC,-1,-25,-2,-1,10,9,6,12,5,8,169,1
1786,U-DEC,0,-16,-3,0,18,-2,0,-1,-1,18,633,1
1787,U-DEC,0,-1,0,0,26,-6,-19,7,-6,0,71,1
1788,U-DEC,0,-1,1,-1,-2,0,1,2,0,-3,253,0
1789,U-DEC,0,-54,1,0,-38,-14,-2,-56,2,0,108,0
1790,U-DEC,0,-15,-1,0,8,-1,8,15,-1,1,47,1
1791,U-DEC,0,-25,4,1,24,1,0,2,11,12,-183,1
1792,U-DEC,1,-113,3,0,55,30,28,100,18,-5,-480,1
1793,U-DEC,0,-17,-6,0,10,4,3,5,-3,15,722,1
1794,U-DEC,0,-26,-1,0,-21,-3,-2,-12,-9,-5,-146,0
1795,U-DEC,0,2,-1,0,-8,2,4,-14,4,8,253,1
1796,S-DEC,0,-10,0,0,6,-10,-6,-10,0,0,-43,0
1797,M-DEC,0,-14,0,0,-24,10,0,0,1,-15,-450,0
1798,U-DEC,0,3,-6,1,-5,0,2,-3,-5,5,517,1
1799,S-DEC,0,-33,7,0,-22,-11,0,-14,-19,0,579,0
1800,U-DEC,-3,-9,2,0,-25,17,17,-4,0,13,-82,1
1801,S-DEC,1,-24,0,0,-1,19,6,25,0,-1,98,1
1802,S-DEC,0,-16,2,0,-6,16,6,12,2,2,-170,1
1803,U-DEC,0,-49,0,0,-21,-13,-15,-50,3,-2,-100,0
1804,U-DEC,1,-9,-1,0,13,-5,1,-8,4,13,-30,1
1805,S-DEC,0,-1,1,0,-2,0,3,-3,-2,6,128,1
1806,U-DEC,0,-13,0,0,3,6,4,13,0,0,4,1
1807,U-DEC,0,-7,0,-1,17,1,-11,-10,9,8,9,1
1808,U-DEC,0,-77,-4,2,36,29,12,34,-2,45,451,1
1809,U-DEC,-1,-53,-2,0,36,2,15,52,0,1,195,1
1810,U-DEC,0,-39,0,-2,45,8,-14,25,5,9,53,1
1811,U-DEC,-1,-64,-2,1,-41,-17,-6,-47,-9,-8,-29,0
1812,S-DEC,0,-11,0,0,18,-11,4,3,4,4,7,1
1813,S-DEC,0,5,-2,0,4,-12,3,2,-23,16,285,1
1814,U-DEC,0,-12,2,0,-10,0,-2,-12,0,0,6,0
1815,U-DEC,0,-26,0,0,-3,-17,-6,-3,-23,0,-378,0
1816,U-DEC,0,-16,0,0,24,-2,-6,10,2,4,323,1
1817,S-DEC,0,4,0,2,4,1,-1,-9,13,0,38,0
1818,U-DEC,0,-1,3,0,1,-8,6,2,-3,0,132,0
1819,U-DEC,0,-12,-2,-1,2,11,-1,-6,11,7,478,1
1820,U-DEC,0,-17,-1,1,15,4,-2,9,3,5,12,1
1821,S-DEC,0,23,-2,2,1,13,9,13,7,3,-164,0
1822,S-DEC,-2,7,4,0,-11,-5,9,-3,-6,2,-327,1
1823,U-DEC,0,-41,0,1,-32,11,-20,-20,-21,0,-91,0
1824,U-DEC,1,-66,-2,0,58,0,8,46,18,2,116,1
1825,U-DEC,0,-40,-1,0,9,23,8,17,1,22,155,1
1826,S-DEC,1,18,0,-1,-2,-5,-11,-23,1,4,170,1
1827,S-DEC,0,-15,3,0,-3,0,18,15,1,-1,-109,1
1828,U-DEC,0,-49,0,0,41,5,3,24,25,0,-256,1
1829,U-DEC,1,-25,-6,0,28,-5,2,-2,-1,28,235,1
1830,S-DEC,0,-1,0,0,-3,1,1,-2,1,0,6,0
1831,U-DEC,-2,-32,-6,1,8,16,8,16,9,7,325,1
1832,U-DEC,0,-21,2,-1,16,5,0,5,1,15,-244,1
1833,U-DEC,0,-48,-3,0,6,12,30,30,0,18,235,1
1834,U-DEC,0,-25,0,0,8,-10,-23,-25,0,0,0,0
1835,U-DEC,0,-27,0,0,15,6,6,22,1,4,2,1
1836,U-DEC,0,-26,-1,0,31,-6,1,32,-5,-1,180,1
1837,U-DEC,1,-26,6,0,14,12,0,15,4,7,-394,1
1838,U-DEC,0,-2,-5,0,-3,6,-1,-2,-4,8,441,1
1839,U-DEC,0,-55,4,0,-62,-2,9,-56,0,1,292,0
1840,U-DEC,0,6,0,-1,-10,-4,20,9,5,-8,-123,0
1841,U-DEC,0,15,-2,0,7,2,-24,-10,-9,4,35,1
1842,U-DEC,-2,-28,0,0,-1,18,11,-1,1,28,176,1
1843,S-DEC,0,-9,0,0,0,-9,0,1,-10,0,62,0
1844,U-DEC,1,-6,-3,0,-8,2,0,4,0,-10,-357,0
1845,U-DEC,0,-80,0,0,-14,-85,19,-81,1,0,-1,0
1846,U-DEC,0,3,1,0,4,-8,1,-4,1,0,147,1
1847,U-DEC,0,-63,-4,0,-37,-26,0,-8,-18,-37,-307,0
1848,U-DEC,0,4,0,1,3,2,-9,-8,-1,5,60,1
1849,U-DEC,-1,1,-1,-1,-9,0,10,1,3,-3,-205,0
1850,S-DEC,0,15,1,0,0,10,5,12,3,0,96,0
1851,U-DEC,0,20,1,-1,24,7,-11,18,0,2,-19,0
1852,U-DEC,0,15,-1,1,0,-11,-4,-18,-1,4,239,1
1853,U-DEC,0,-31,3,1,25,7,-1,37,-6,0,-330,1
1854,U-DEC,1,8,-4,-1,7,-1,2,2,2,4,-305,0
1855,S-DEC,0,26,0,0,-42,1,15,-26,0,0,-1,1
1856,U-DEC,0,-10,-4,0,10,-1,1,1,-1,10,705,1
1857,U-DEC,0,-7,-3,0,-7,-1,1,0,-4,-3,-268,0
1858,U-DEC,0,-24,0,0,5,8,11,27,-7,4,150,1
1859,U-DEC,0,-77,-7,2,50,22,5,4,27,46,459,1
1860,U-DEC,0,8,-2,0,-2,2,-8,-8,-1,1,183,1
1861,U-DEC,0,-33,0,0,-11,3,-25,-29,0,-4,-39,0
1862,U-DEC,0,-64,0,0,43,11,10,49,9,6,131,1
1863,U-DEC,0,-26,3,0,22,2,2,7,9,10,147,1
1864,S-DEC,0,30,-1,0,46,-12,-4,32,1,-3,-178,0
1865,U-DEC,0,-19,-4,2,-19,0,0,-4,1,-16,-452,0
1866,U-DEC,0,-49,0,0,37,1,11,20,10,19,434,1
1867,U-DEC,-1,-6,-4,0,10,-1,-3,-5,2,9,130,1
1868,U-DEC,0,-14,-2,0,-3,0,-11,3,-12,-5,85,0
1869,U-DEC,0,-16,-5,0,-24,2,6,0,-2,-14,-167,0
1870,M-DEC,0,-39,0,0,5,12,22,32,4,3,-120,1
1871,U-DEC,0,-49,-3,-1,44,2,3,2,6,41,-186,1
